"one","two"
6092,1951
6093,2283
6094,5042
6095,2009
6096,5909
6097,4132
6098,5841
6099,753
6100,212
6101,5027
6102,4029
6103,2767
6104,1656
6105,2784
6106,56
6107,2555
6108,4051
6109,5522
6110,3634
6111,3132
6112,1182
6113,210
6114,2057
6115,1221
6116,2727
6117,1511
6118,3095
6119,2853
6120,758
6121,59
6122,3332
6123,470
6124,813
6125,984
6126,583
6127,1387
6128,3715
6129,239
6130,2903
6131,3560
6132,3935
6133,773
6134,1397
6135,1540
6136,3644
6137,1485
6138,4513
6139,1712
6140,5522
6141,1902
6142,860
6143,2920
6144,5985
6145,4775
6146,4490
6147,3949
6148,3823
6149,5160
6150,2938
6151,5071
6152,5004
6153,10
6154,3026
6155,361
6156,5067
6157,364
6158,5402
6159,203
6160,3881
6161,1201
6162,3871
6163,5833
6164,3237
6165,2748
6166,3184
6167,620
6168,5956
6169,5356
6170,4388
6171,5254
6172,4193
6173,4571
6174,5053
6175,200
6176,467
6177,916
6178,5475
6179,2860
6180,5603
6181,5636
6182,1809
6183,1876
6184,4643
6185,3618
6186,2048
6187,2246
6188,4760
6189,5062
6190,5840
6191,6152
6192,4521
6193,4856
6194,3564
6195,4877
6196,2824
6197,4220
6198,5205
6199,2549
6200,5557
6201,4350
6202,606
6203,1210
6204,2437
6205,4238
6206,3671
6207,263
6208,4829
6209,3733
6210,4791
6211,4219
6212,706
6213,1257
6214,5097
6215,5207
6216,3526
6217,1227
6218,1997
6219,891
6220,3925
6221,120
6222,1235
6223,188
6224,4494
6225,6159
6226,719
6227,5644
6228,4903
6229,2176
6230,5683
6231,2072
6232,3292
6233,200
6234,1813
6235,434
6236,3256
6237,5297
6238,5933
6239,4393
6240,5436
6241,5927
6242,5291
6243,267
6244,553
6245,2093
6246,741
6247,3678
6248,917
6249,3881
6250,5593
6251,962
6252,1636
6253,5859
6254,196
6255,5599
6256,177
6257,4577
6258,4610
6259,3047
6260,1695
6261,2981
6262,2193
6263,1016
6264,6174
6265,4755
6266,298
6267,1259
6268,1230
6269,1002
6270,3744
6271,3307
6272,3051
6273,832
6274,3145
6275,5000
6276,5507
6277,2878
6278,6084
6279,3281
6280,2967
6281,1809
6282,4
6283,4284
6284,1359
6285,5889
6286,3287
6287,5719
6288,5737
6289,2109
6290,4712
6291,3901
6292,534
6293,4303
6294,1343
6295,4450
6296,5030
6297,5718
6298,2280
6299,3752
6300,2669
6301,1827
6302,6130
6303,1623
6304,5973
6305,4049
6306,821
6307,5773
6308,5258
6309,670
6310,123
6311,918
6312,3544
6313,5423
6314,4138
6315,2902
6316,1610
6317,2585
6318,4603
6319,3308
6320,6164
6321,3823
6322,2569
6323,5749
6324,1139
6325,2169
6326,3084
6327,1725
6328,665
6329,2440
6330,2573
6331,4606
6332,568
6333,1816
6334,6172
6335,1903
6336,4338
6337,3275
6338,2054
6339,321
6340,629
6341,348
6342,4761
6343,1670
6344,4145
6345,1680
6346,1311
6347,1317
6348,5460
6349,154
6350,4961
6351,1362
6352,5777
6353,4923
6354,3393
6355,519
6356,1280
6357,1540
6358,6275
6359,1088
6360,5087
6361,65
6362,5035
6363,4649
6364,5623
6365,3062
6366,2973
6367,183
6368,5066
6369,926
6370,243
6371,774
6372,5679
6373,4210
6374,2167
6375,2133
6376,4049
6377,3363
6378,512
6379,2965
6380,4303
6381,3471
6382,211
6383,2764
6384,2545
6385,81
6386,3495
6387,457
6388,5458
6389,4364
6390,2459
6391,752
6392,537
6393,3990
6394,5562
6395,3558
6396,5592
6397,4383
6398,2387
6399,4629
6400,2407
6401,2951
6402,3030
6403,6385
6404,2666
6405,1351
6406,1717
6407,6280
6408,1436
6409,1295
6410,3686
6411,1015
6412,5915
6413,4724
6414,4803
6415,5307
6416,4539
6417,3481
6418,1855
6419,1026
6420,120
6421,5907
6422,1505
6423,2884
6424,3758
6425,1623
6426,425
6427,4397
6428,3386
6429,3862
6430,2327
6431,3559
6432,2791
6433,5564
6434,2527
6435,3996
6436,794
6437,300
6438,3248
6439,329
6440,4962
6441,3800
6442,2339
6443,4488
6444,389
6445,4147
6446,5639
6447,5635
6448,4902
6449,254
6450,4139
6451,5089
6452,2952
6453,2251
6454,2031
6455,3656
6456,2411
6457,1029
6458,1999
6459,1407
6460,4087
6461,6194
6462,2613
6463,1979
6464,3916
6465,3682
6466,5127
6467,6438
6468,3958
6469,3098
6470,2642
6471,6232
6472,2335
6473,2986
6474,6221
6475,1363
6476,3863
6477,1236
6478,2207
6479,495
6480,4257
6481,351
6482,6393
6483,522
6484,5888
6485,6325
6486,4634
6487,4882
6488,5282
6489,4502
6490,6197
6491,5772
6492,1799
6493,748
6494,6010
6495,6389
6496,3304
6497,6110
6498,2542
6499,64
6500,4639
6501,2494
6502,5083
6503,4716
6504,4865
6505,6095
6506,770
6507,1214
6508,5578
6509,4050
6510,2216
6511,2819
6512,5660
6513,1817
6514,971
6515,2278
6516,6181
6517,418
6518,5950
6519,3840
6520,4619
6521,3331
6522,3135
6523,2505
6524,181
6525,3185
6526,1296
6527,4917
6528,1902
6529,5182
6530,3917
6531,4452
6532,4395
6533,3528
6534,1082
6535,5333
6536,3011
6537,764
6538,603
6539,2648
6540,646
6541,3264
6542,1768
6543,5108
6544,2198
6545,5806
6546,731
6547,879
6548,5813
6549,5467
6550,3747
6551,4918
6552,4952
6553,3991
6554,4814
6555,1533
6556,2409
6557,2230
6558,465
6559,2017
6560,4557
6561,5796
6562,1835
6563,3925
6564,4775
6565,4614
6566,6367
6567,5363
6568,5999
6569,2586
6570,3742
6571,5172
6572,4017
6573,3728
6574,2700
6575,5111
6576,3390
6577,4627
6578,146
6579,4931
6580,5554
6581,4957
6582,5159
6583,2058
6584,4502
6585,2444
6586,3515
6587,1781
6588,5742
6589,2922
6590,6180
6591,2203
6592,6305
6593,521
6594,2682
6595,6347
6596,4441
6597,3485
6598,638
6599,152
6600,4737
6601,2408
6602,6036
6603,5601
6604,5092
6605,2002
6606,5486
6607,3339
6608,1583
6609,669
6610,472
6611,6103
6612,5671
6613,2140
6614,1926
6615,6058
6616,5884
6617,4710
6618,2451
6619,4120
6620,6052
6621,4918
6622,5671
6623,2279
6624,3341
6625,2922
6626,3908
6627,4227
6628,220
6629,6308
6630,102
6631,2011
6632,3908
6633,2449
6634,2481
6635,1550
6636,4346
6637,1873
6638,6401
6639,5666
6640,5115
6641,4219
6642,5056
6643,6383
6644,6351
6645,352
6646,6370
6647,5243
6648,6324
6649,5536
6650,712
6651,4307
6652,47
6653,3981
6654,533
6655,4440
6656,4991
6657,2991
6658,6594
6659,1287
6660,1886
6661,765
6662,2511
6663,1167
6664,1439
6665,3137
6666,186
6667,6611
6668,426
6669,1292
6670,2057
6671,6109
6672,3817
6673,6238
6674,5600
6675,2730
6676,4059
6677,5529
6678,5188
6679,5578
6680,172
6681,6036
6682,6123
6683,1729
6684,6497
6685,4743
6686,4872
6687,5708
6688,6403
6689,826
6690,265
6691,5226
6692,2473
6693,6656
6694,3545
6695,611
6696,5324
6697,1008
6698,2663
6699,2992
6700,6296
6701,2170
6702,2405
6703,3022
6704,2024
6705,4407
6706,6434
6707,4824
6708,2946
6709,2939
6710,5243
6711,5835
6712,4576
6713,5615
6714,3351
6715,1644
6716,4692
6717,166
6718,5950
6719,6176
6720,3776
6721,1348
6722,3888
6723,2193
6724,2659
6725,5477
6726,6519
6727,3491
6728,5418
6729,1379
6730,4872
6731,3480
6732,4365
6733,1844
6734,5885
6735,4390
6736,3391
6737,3648
6738,4862
6739,63
6740,4791
6741,3409
6742,4086
6743,3680
6744,6708
6745,4491
6746,4747
6747,4557
6748,3679
6749,1742
6750,4568
6751,6735
6752,6227
6753,3731
6754,4003
6755,44
6756,4117
6757,5890
6758,1267
6759,1378
6760,6459
6761,4264
6762,990
6763,1200
6764,3026
6765,2272
6766,4374
6767,5720
6768,2462
6769,1034
6770,5250
6771,6288
6772,5411
6773,919
6774,761
6775,125
6776,4910
6777,4147
6778,1949
6779,202
6780,3137
6781,3457
6782,2730
6783,1784
6784,504
6785,2937
6786,2340
6787,1860
6788,5552
6789,188
6790,2612
6791,472
6792,5664
6793,295
6794,1259
6795,3553
6796,4252
6797,6490
6798,5444
6799,5531
6800,1677
6801,2766
6802,280
6803,6645
6804,6587
6805,1040
6806,4534
6807,4653
6808,4369
6809,414
6810,5789
6811,5603
6812,214
6813,6302
6814,1512
6815,2427
6816,4901
6817,1094
6818,4884
6819,3826
6820,2037
6821,4347
6822,1811
6823,1896
6824,6500
6825,4561
6826,6262
6827,3897
6828,6055
6829,6397
6830,6471
6831,5143
6832,902
6833,5585
6834,4688
6835,5701
6836,2961
6837,5859
6838,13
6839,6172
6840,4431
6841,4532
6842,4592
6843,3431
6844,3160
6845,1914
6846,841
6847,920
6848,6772
6849,4255
6850,5078
6851,365
6852,3902
6853,4469
6854,4653
6855,4556
6856,783
6857,6327
6858,574
6859,6667
6860,5035
6861,4047
6862,6750
6863,2820
6864,3335
6865,4399
6866,1978
6867,3775
6868,3793
6869,5453
6870,3236
6871,2527
6872,1463
6873,5626
6874,2981
6875,4714
6876,5872
6877,2015
6878,6197
6879,2684
6880,4571
6881,4372
6882,5250
6883,1791
6884,2968
6885,1782
6886,5640
6887,2896
6888,3082
6889,416
6890,3060
6891,3419
6892,6051
6893,6668
6894,2292
6895,1788
6896,5578
6897,1008
6898,2580
6899,1558
6900,2680
6901,3037
6902,4536
6903,3426
6904,1871
6905,32
6906,3555
6907,4204
6908,4384
6909,5265
6910,6143
6911,2227
6912,4029
6913,6051
6914,1994
6915,4850
6916,6898
6917,412
6918,2376
6919,367
6920,481
6921,3187
6922,5850
6923,2580
6924,4069
6925,635
6926,1554
6927,377
6928,3068
6929,5363
6930,1395
6931,4730
6932,3101
6933,482
6934,797
6935,5124
6936,5799
6937,2461
6938,6175
6939,4714
6940,2115
6941,5465
6942,5527
6943,4950
6944,3643
6945,6826
6946,628
6947,2840
6948,6337
6949,4917
6950,4493
6951,5542
6952,6797
6953,4498
6954,3488
6955,3801
6956,5380
6957,2462
6958,1215
6959,5776
6960,3727
6961,1665
6962,6488
6963,5319
6964,1263
6965,6704
6966,1842
6967,5871
6968,933
6969,4376
6970,5340
6971,537
6972,5138
6973,4630
6974,3881
6975,4358
6976,6207
6977,4119
6978,1230
6979,2638
6980,5087
6981,5356
6982,5218
6983,3012
6984,5380
6985,6100
6986,6832
6987,467
6988,1020
6989,1221
6990,2274
6991,5423
6992,5131
6993,3861
6994,4232
6995,2289
6996,2180
6997,4889
6998,1446
6999,5250
7000,3281
7001,1275
7002,2113
7003,1997
7004,4988
7005,1961
7006,221
7007,6300
7008,2962
7009,2620
7010,839
7011,75
7012,3078
7013,6026
7014,3034
7015,356
7016,2506
7017,1029
7018,3184
7019,2998
7020,1257
7021,2745
7022,1949
7023,880
7024,2286
7025,1313
7026,881
7027,2863
7028,2647
7029,4631
7030,133
7031,3314
7032,4372
7033,3240
7034,4246
7035,6584
7036,6256
7037,2644
7038,5439
7039,3199
7040,1869
7041,3564
7042,87
7043,6296
7044,1622
7045,4607
7046,2167
7047,3701
7048,6070
7049,5886
7050,2738
7051,27
7052,2791
7053,1735
7054,2435
7055,6671
7056,6307
7057,3574
7058,6687
7059,2736
7060,2701
7061,1183
7062,1071
7063,5226
7064,2295
7065,3046
7066,6124
7067,3015
7068,5494
7069,4385
7070,3541
7071,4770
7072,1852
7073,674
7074,3798
7075,5379
7076,1301
7077,3611
7078,2996
7079,1939
7080,356
7081,1267
7082,3124
7083,4066
7084,502
7085,459
7086,6001
7087,1644
7088,4617
7089,6491
7090,5094
7091,84
7092,6261
7093,4061
7094,4522
7095,4751
7096,2642
7097,3156
7098,1514
7099,7037
7100,1827
7101,563
7102,1859
7103,974
7104,4924
7105,1654
7106,1303
7107,4341
7108,5636
7109,2682
7110,2549
7111,6386
7112,4041
7113,4963
7114,5959
7115,6492
7116,523
7117,1117
7118,6276
7119,4678
7120,3377
7121,1789
7122,6712
7123,5677
7124,5040
7125,424
7126,6872
7127,6151
7128,5452
7129,4853
7130,2480
7131,796
7132,1294
7133,4688
7134,6549
7135,2298
7136,585
7137,5708
7138,4778
7139,276
7140,867
7141,6666
7142,4031
7143,3033
7144,4697
7145,5417
7146,6409
7147,1644
7148,5392
7149,1217
7150,1288
7151,1885
7152,2441
7153,5231
7154,1980
7155,31
7156,3957
7157,2656
7158,5930
7159,1432
7160,1221
7161,6332
7162,2878
7163,5064
7164,1395
7165,2439
7166,4036
7167,4063
7168,6345
7169,5690
7170,2362
7171,1593
7172,5963
7173,3950
7174,4589
7175,4705
7176,3334
7177,5759
7178,4581
7179,4541
7180,1954
7181,2205
7182,1175
7183,6180
7184,6764
7185,1670
7186,5447
7187,4017
7188,2755
7189,1243
7190,3662
7191,602
7192,4627
7193,6878
7194,6090
7195,605
7196,3175
7197,7075
7198,2386
7199,1931
7200,3846
7201,2589
7202,6876
7203,3716
7204,2741
7205,4979
7206,1832
7207,5720
7208,4322
7209,136
7210,1794
7211,2597
7212,4971
7213,6331
7214,1780
7215,3787
7216,1561
7217,66
7218,2403
7219,378
7220,5347
7221,1700
7222,2419
7223,4452
7224,2078
7225,5518
7226,6049
7227,4604
7228,5312
7229,6683
7230,97
7231,4711
7232,5281
7233,4296
7234,7151
7235,2491
7236,4841
7237,3710
7238,6435
7239,2107
7240,4205
7241,5374
7242,3962
7243,6437
7244,6587
7245,526
7246,3494
7247,4319
7248,2937
7249,6402
7250,5309
7251,7047
7252,5267
7253,5387
7254,4272
7255,2521
7256,922
7257,2554
7258,1029
7259,4972
7260,1573
7261,4434
7262,2351
7263,2789
7264,6744
7265,5770
7266,462
7267,6723
7268,6924
7269,3605
7270,5560
7271,309
7272,5125
7273,2428
7274,755
7275,3644
7276,2275
7277,493
7278,5545
7279,566
7280,6690
7281,4336
7282,2208
7283,4761
7284,393
7285,4821
7286,4320
7287,2955
7288,6193
7289,1893
7290,1147
7291,4218
7292,4458
7293,1807
7294,4802
7295,1959
7296,2598
7297,4293
7298,3146
7299,5600
7300,3642
7301,6539
7302,3566
7303,3038
7304,4533
7305,3710
7306,6451
7307,2070
7308,6574
7309,6287
7310,2887
7311,7055
7312,2227
7313,4285
7314,3357
7315,2698
7316,5907
7317,4709
7318,2467
7319,4769
7320,5889
7321,6067
7322,5739
7323,1879
7324,4100
7325,3986
7326,4061
7327,6311
7328,42
7329,348
7330,3505
7331,3842
7332,760
7333,563
7334,1834
7335,4803
7336,5870
7337,6992
7338,4808
7339,4905
7340,4197
7341,2344
7342,4141
7343,5728
7344,6481
7345,7078
7346,4178
7347,4339
7348,2129
7349,10
7350,6227
7351,1366
7352,6772
7353,4011
7354,1116
7355,4988
7356,4431
7357,6358
7358,829
7359,6894
7360,5851
7361,1333
7362,2489
7363,6435
7364,6729
7365,4053
7366,6867
7367,4706
7368,3995
7369,3759
7370,2071
7371,6108
7372,4953
7373,649
7374,3615
7375,4794
7376,5051
7377,1078
7378,3850
7379,5478
7380,3565
7381,3357
7382,4666
7383,3117
7384,1635
7385,956
7386,4984
7387,4840
7388,4340
7389,557
7390,1763
7391,872
7392,432
7393,6049
7394,278
7395,2815
7396,3851
7397,2906
7398,6814
7399,3310
7400,1453
7401,4020
7402,6477
7403,3047
7404,2940
7405,2885
7406,3028
7407,4782
7408,2053
7409,3341
7410,1510
7411,448
7412,3681
7413,4624
7414,5914
7415,6156
7416,667
7417,4073
7418,2295
7419,6875
7420,7113
7421,6395
7422,3650
7423,6607
7424,6247
7425,3072
7426,7293
7427,6411
7428,4775
7429,3992
7430,1466
7431,2716
7432,6986
7433,2496
7434,2762
7435,1447
7436,696
7437,6710
7438,2631
7439,4892
7440,3397
7441,5267
7442,4658
7443,6273
7444,5858
7445,815
7446,789
7447,7029
7448,5664
7449,708
7450,250
7451,730
7452,2087
7453,1033
7454,4645
7455,564
7456,1795
7457,4292
7458,818
7459,7242
7460,6233
7461,4512
7462,5618
7463,2713
7464,2292
7465,2885
7466,3767
7467,3701
7468,19
7469,4960
7470,5683
7471,7404
7472,1994
7473,3442
7474,1653
7475,6138
7476,6453
7477,4799
7478,3192
7479,1001
7480,3925
7481,1487
7482,3409
7483,5859
7484,2538
7485,717
7486,6210
7487,2620
7488,6334
7489,884
7490,3905
7491,204
7492,4851
7493,328
7494,3189
7495,2985
7496,3095
7497,2441
7498,4246
7499,2355
7500,5784
7501,2706
7502,6727
7503,4311
7504,3620
7505,4870
7506,1297
7507,3240
7508,2191
7509,477
7510,4351
7511,5900
7512,2920
7513,3195
7514,1105
7515,4013
7516,4830
7517,2342
7518,1421
7519,2761
7520,1022
7521,1255
7522,2478
7523,1309
7524,6018
7525,7474
7526,6573
7527,4134
7528,5081
7529,4853
7530,6067
7531,354
7532,5647
7533,3860
7534,3124
7535,2625
7536,2302
7537,1800
7538,3249
7539,5076
7540,3863
7541,4830
7542,4602
7543,180
7544,6923
7545,5666
7546,5492
7547,2385
7548,7090
7549,359
7550,1478
7551,2017
7552,835
7553,4198
7554,6541
7555,3377
7556,6636
7557,4562
7558,7025
7559,380
7560,3667
7561,4415
7562,3951
7563,7091
7564,5161
7565,2560
7566,7219
7567,873
7568,2010
7569,6287
7570,6968
7571,2606
7572,7048
7573,5970
7574,1957
7575,2340
7576,839
7577,763
7578,2915
7579,2169
7580,1491
7581,1434
7582,1824
7583,4362
7584,872
7585,6642
7586,5244
7587,2393
7588,6089
7589,7232
7590,3123
7591,3638
7592,6431
7593,5059
7594,4777
7595,2173
7596,2950
7597,6013
7598,5453
7599,571
7600,3357
7601,4213
7602,170
7603,3986
7604,1174
7605,4884
7606,4949
7607,2744
7608,1601
7609,5327
7610,2753
7611,1564
7612,2144
7613,6729
7614,2764
7615,6849
7616,47
7617,5921
7618,4116
7619,430
7620,3800
7621,6576
7622,4929
7623,3497
7624,4733
7625,3987
7626,6720
7627,1978
7628,6255
7629,4257
7630,3574
7631,1171
7632,5492
7633,4394
7634,2632
7635,6064
7636,4102
7637,5184
7638,3103
7639,2263
7640,1547
7641,2469
7642,3062
7643,571
7644,6043
7645,5109
7646,7238
7647,5455
7648,5540
7649,1839
7650,5053
7651,3474
7652,4250
7653,2684
7654,3430
7655,4647
7656,4321
7657,3110
7658,2354
7659,4902
7660,2373
7661,5135
7662,5687
7663,6527
7664,7198
7665,2850
7666,3361
7667,2651
7668,1726
7669,5290
7670,5908
7671,7059
7672,1896
7673,2102
7674,7098
7675,275
7676,5891
7677,681
7678,736
7679,2637
7680,2657
7681,2103
7682,6084
7683,5072
7684,1822
7685,6304
7686,3521
7687,6959
7688,1072
7689,6487
7690,2453
7691,6107
7692,5721
7693,4565
7694,49
7695,577
7696,4932
7697,786
7698,1716
7699,1650
7700,5067
7701,2681
7702,4272
7703,4949
7704,1967
7705,6939
7706,1732
7707,3214
7708,754
7709,3545
7710,2160
7711,2354
7712,2848
7713,4732
7714,396
7715,7500
7716,32
7717,38
7718,6991
7719,1048
7720,6871
7721,2292
7722,4675
7723,6464
7724,4550
7725,2199
7726,7613
7727,4589
7728,2910
7729,3837
7730,2870
7731,3670
7732,6403
7733,4484
7734,7569
7735,401
7736,1326
7737,5364
7738,356
7739,2273
7740,80
7741,7105
7742,432
7743,2340
7744,5269
7745,2188
7746,257
7747,4479
7748,2151
7749,529
7750,3402
7751,3014
7752,3954
7753,2275
7754,2723
7755,496
7756,5253
7757,1259
7758,2431
7759,4807
7760,6996
7761,7323
7762,4556
7763,609
7764,207
7765,1857
7766,3923
7767,5182
7768,6325
7769,2602
7770,4806
7771,5533
7772,362
7773,6625
7774,5880
7775,438
7776,266
7777,671
7778,1322
7779,7253
7780,3153
7781,4169
7782,5240
7783,401
7784,4493
7785,3010
7786,3813
7787,2776
7788,7371
7789,936
7790,5131
7791,7363
7792,1775
7793,6734
7794,2541
7795,7333
7796,7090
7797,6906
7798,6490
7799,424
7800,2743
7801,4775
7802,1227
7803,1646
7804,6016
7805,7454
7806,1209
7807,7287
7808,1943
7809,7399
7810,984
7811,1238
7812,6463
7813,3858
7814,3262
7815,5681
7816,4743
7817,3839
7818,717
7819,960
7820,5433
7821,7341
7822,4455
7823,29
7824,3036
7825,3190
7826,1299
7827,739
7828,2753
7829,2218
7830,4450
7831,4873
7832,1748
7833,61
7834,1714
7835,3331
7836,3889
7837,117
7838,7771
7839,3974
7840,6829
7841,1036
7842,3770
7843,3631
7844,4575
7845,4882
7846,4216
7847,843
7848,7254
7849,5046
7850,2468
7851,825
7852,3510
7853,946
7854,2798
7855,6006
7856,6163
7857,647
7858,3301
7859,2630
7860,6087
7861,5422
7862,1303
7863,6550
7864,3328
7865,3991
7866,1608
7867,5612
7868,6239
7869,5552
7870,5335
7871,4047
7872,6933
7873,6032
7874,452
7875,728
7876,1510
7877,3223
7878,6666
7879,7041
7880,4224
7881,7462
7882,3002
7883,313
7884,6429
7885,7009
7886,5794
7887,6869
7888,5648
7889,997
7890,6867
7891,6679
7892,7328
7893,1138
7894,7796
7895,3839
7896,7828
7897,4801
7898,5312
7899,7353
7900,2194
7901,5189
7902,1212
7903,3341
7904,4827
7905,2450
7906,7841
7907,1823
7908,6601
7909,218
7910,717
7911,1116
7912,6885
7913,4183
7914,587
7915,4956
7916,6056
7917,4782
7918,2953
7919,3303
7920,6370
7921,3368
7922,5113
7923,724
7924,2154
7925,2439
7926,5792
7927,5417
7928,3982
7929,4898
7930,3253
7931,4032
7932,6932
7933,1050
7934,7610
7935,5896
7936,7524
7937,3816
7938,4043
7939,6023
7940,7865
7941,5473
7942,4430
7943,5989
7944,6585
7945,2992
7946,956
7947,4166
7948,3833
7949,6771
7950,7045
7951,1457
7952,1384
7953,7495
7954,409
7955,7528
7956,6839
7957,5633
7958,1615
7959,3104
7960,5126
7961,3798
7962,1528
7963,81
7964,7121
7965,6886
7966,7841
7967,2547
7968,1816
7969,6786
7970,4688
7971,4378
7972,1969
7973,5544
7974,7488
7975,6685
7976,7327
7977,4935
7978,235
7979,4993
7980,2682
7981,7541
7982,4524
7983,2489
7984,7210
7985,882
7986,5737
7987,1094
7988,3559
7989,2851
7990,6653
7991,3952
7992,3573
7993,3734
7994,818
7995,5601
7996,185
7997,323
7998,732
7999,3183
8000,1146
8001,5972
8002,7464
8003,263
8004,389
8005,6730
8006,521
8007,6893
8008,7033
8009,3883
8010,3770
8011,2839
8012,1967
8013,4979
8014,7734
8015,6912
8016,7913
8017,4291
8018,4787
8019,2873
8020,3315
8021,1335
8022,4614
8023,161
8024,5310
8025,4038
8026,3836
8027,2920
8028,6810
8029,2303
8030,5562
8031,695
8032,2246
8033,7108
8034,1015
8035,4912
8036,7122
8037,4432
8038,7557
8039,6314
8040,6766
8041,1551
8042,5506
8043,3173
8044,3966
8045,5693
8046,2574
8047,2012
8048,6304
8049,6684
8050,4093
8051,1918
8052,4290
8053,1757
8054,5258
8055,5040
8056,6889
8057,6858
8058,3353
8059,915
8060,2697
8061,6487
8062,7876
8063,2511
8064,2748
8065,4061
8066,1152
8067,486
8068,2789
8069,6880
8070,6962
8071,2402
8072,7347
8073,2567
8074,5589
8075,3456
8076,6300
8077,2168
8078,6548
8079,4471
8080,7716
8081,8060
8082,5140
8083,1639
8084,2380
8085,7765
8086,400
8087,5555
8088,6538
8089,2576
8090,603
8091,5621
8092,5587
8093,1960
8094,6144
8095,166
8096,7572
8097,4973
8098,4576
8099,3154
8100,6406
8101,2987
8102,6758
8103,3705
8104,7924
8105,2148
8106,6222
8107,7164
8108,1053
8109,1389
8110,6840
8111,1473
8112,7678
8113,1132
8114,3801
8115,1490
8116,3779
8117,6697
8118,2181
8119,1784
8120,2682
8121,3392
8122,6742
8123,7704
8124,3470
8125,3866
8126,1540
8127,666
8128,6276
8129,4465
8130,4779
8131,4447
8132,7684
8133,4441
8134,6641
8135,5100
8136,1686
8137,2847
8138,255
8139,5054
8140,1948
8141,4024
8142,2541
8143,4628
8144,3632
8145,8090
8146,1853
8147,1519
8148,6437
8149,7178
8150,4751
8151,1060
8152,303
8153,1518
8154,1766
8155,5108
8156,2717
8157,6898
8158,1769
8159,1993
8160,3343
8161,1263
8162,2093
8163,2906
8164,265
8165,1181
8166,988
8167,233
8168,8026
8169,174
8170,4520
8171,7163
8172,516
8173,7307
8174,3493
8175,2118
8176,6537
8177,5357
8178,601
8179,3812
8180,608
8181,4139
8182,5856
8183,3039
8184,801
8185,50
8186,1163
8187,4005
8188,5551
8189,870
8190,2224
8191,6882
8192,2257
8193,3924
8194,1
8195,5599
8196,2096
8197,3503
8198,1916
8199,2228
8200,3615
8201,7066
8202,476
8203,5693
8204,6115
8205,1298
8206,4792
8207,7812
8208,5755
8209,7435
8210,3580
8211,2823
8212,883
8213,3860
8214,377
8215,8183
8216,4735
8217,1509
8218,6597
8219,1243
8220,1628
8221,2406
8222,5642
8223,5563
8224,1701
8225,1733
8226,7769
8227,5091
8228,512
8229,4062
8230,1422
8231,469
8232,2742
8233,6293
8234,6070
8235,7594
8236,7832
8237,3205
8238,4128
8239,6085
8240,5449
8241,5326
8242,7339
8243,3827
8244,7821
8245,7969
8246,6880
8247,5845
8248,7591
8249,5143
8250,1016
8251,5996
8252,1779
8253,3331
8254,4387
8255,5117
8256,6617
8257,7692
8258,782
8259,7705
8260,4741
8261,7781
8262,5080
8263,1549
8264,5961
8265,413
8266,5661
8267,6243
8268,5517
8269,7862
8270,5274
8271,3319
8272,3971
8273,5905
8274,7071
8275,7256
8276,2645
8277,4982
8278,6683
8279,1284
8280,2879
8281,3093
8282,6501
8283,5528
8284,5465
8285,2375
8286,2553
8287,5044
8288,4932
8289,54
8290,6352
8291,4357
8292,6997
8293,1642
8294,216
8295,4048
8296,1203
8297,2126
8298,1367
8299,1648
8300,4322
8301,2892
8302,4575
8303,2101
8304,2540
8305,4752
8306,4008
8307,1651
8308,8175
8309,3914
8310,6221
8311,6978
8312,8224
8313,3586
8314,5975
8315,7013
8316,4690
8317,6889
8318,5426
8319,4831
8320,5587
8321,4792
8322,7393
8323,7287
8324,8197
8325,6461
8326,2387
8327,7748
8328,6799
8329,4475
8330,6820
8331,3074
8332,47
8333,4289
8334,2575
8335,6608
8336,637
8337,1687
8338,8282
8339,3633
8340,4555
8341,7353
8342,4491
8343,2185
8344,1113
8345,5972
8346,5611
8347,6670
8348,5242
8349,5239
8350,4907
8351,4109
8352,5211
8353,2882
8354,3012
8355,956
8356,7884
8357,6789
8358,6025
8359,8244
8360,6790
8361,5568
8362,4589
8363,7078
8364,6968
8365,3084
8366,4373
8367,1524
8368,7079
8369,8059
8370,1626
8371,3356
8372,4730
8373,5251
8374,2283
8375,949
8376,5172
8377,2778
8378,755
8379,5821
8380,4082
8381,7861
8382,2746
8383,2089
8384,7097
8385,536
8386,7449
8387,5511
8388,7599
8389,7887
8390,4709
8391,913
8392,1
8393,1631
8394,2087
8395,7081
8396,3240
8397,99
8398,5151
8399,3075
8400,2437
8401,3636
8402,6361
8403,6734
8404,6657
8405,1602
8406,6869
8407,6282
8408,1225
8409,1393
8410,7058
8411,8062
8412,6714
8413,4602
8414,4783
8415,5248
8416,3788
8417,1435
8418,552
8419,1612
8420,6955
8421,813
8422,4305
8423,7231
8424,6341
8425,4357
8426,6603
8427,8133
8428,2536
8429,5320
8430,5735
8431,3093
8432,8270
8433,5770
8434,5179
8435,6866
8436,6591
8437,4121
8438,5019
8439,4086
8440,8165
8441,5907
8442,7179
8443,488
8444,3271
8445,2842
8446,5460
8447,6855
8448,7662
8449,2700
8450,2380
8451,5069
8452,2597
8453,4370
8454,7566
8455,2032
8456,8123
8457,6173
8458,1908
8459,3759
8460,1120
8461,5286
8462,1213
8463,2510
8464,4495
8465,7204
8466,1143
8467,6478
8468,8424
8469,373
8470,6503
8471,2757
8472,160
8473,4268
8474,3846
8475,1744
8476,922
